Unnamed: 0,Scientific Name,Common Name,Order,Family,Role in Ecosystem
1550,Xanthorhoe lacustrata, toothed brown carpet moth,Lepidoptera,Geometridae,Pest
1551,Orthosia hibisci,green fruitworm,Lepidoptera,Noctuidae,Pest
1552,Melanolophia canadaria,Canadian Melanolophia,Lepidoptera,Geometridae,Herbivore
1553,Balsa tristrigella, three-lined balsa moth,Lepidoptera,Noctuidae,Pest
1554,Paraulacizes irrorata,speckled sharpshooter,Hemiptera,Cicadellidae,Pest
1555,Tarache quadriplaga,,Lepidoptera,Noctuidae,Pest
1556,Idia rotundalis,the chocolate idia or rotund idia moth,Lepidoptera,Erebidae,Decomposer
1557,Dynastes tityus,Eastern Hercules Beetle,Coleoptera,Scarabaeidae,Decomposer
1558,Asota caricae,Tropical Tiger Moth,Lepidoptera,Erebidae,Pest
1559,Dichromorpha viridis,Short-Winged Green Grasshopper,Orthoptera,Acrididae,Herbivore
1560,Hipparchia statilinus,tree grayling,Lepidoptera,Nymphalidae,Pollinator
1561,Chilocorus stigma,Twice-stabbed lady beetle,Coleoptera,Coccinellidae,Predator
1562,Musca domestica,Housefly ,Diptera,Muscidae,Pest
1563,Zelus longipes,Milkweed Assissan Bug,Hemiptera,Reduviidae,Predator
1564,Mischocyttarus flavitarsis,Western Paper Wasp,Hymenoptera,Vespidae,Predator
1565,Horisme intestinata,brown bark carpet moth,Lepidoptera,Geometridae,Unknown/Not Available
1566,Bombus vancouverensis, Vancouver bumble bee,Hymenoptera,Apidae,Pollinator
1567,Omocestus rufipes,Woodland Grasshopper,Orthoptera,Acrididae,Herbivore
1568,Noctua fimbriata,Broad-Boardered Yellow Underwing,Lepidoptera,Noctuidae,Pest
1569,Colias croceus,clouded yellow,Lepidoptera,Pieridae,Pollinator
1570,Nemoria mimosaria,"White-Fringed Emerald, Flanged Looper",Lepidoptera,Geometridae,Pest
1571,Eupithecia miserulata,The common eupithecia,Lepidoptera,Geometridae,Pest
1572,Protographium epidaus,"Mexican kite swallowtail, long-tailed kite swallowtail",Lepidoptera,Papilionidae,Pollinator
1573,Libellula cyanea,spangled skimmer,Odonata,Libellulidae,Predator
1574,Feniseca tarquinius,harvester,Lepidoptera,Lycaenidae,Predator
1575,Vespula vulgaris,Common Wasp,Hymenoptera,Vespidae,"Predator, pollinator, pest"
1576,Chrysodeixis eriosoma,Green garden looper,Lepidoptera,Noctuidae,Pest
1577,Tipula abdominalis,Giant Crane Fly,Diptera,Tipulidae,Decomposer
1578,Condica videns,white-dotted groundling moth,Lepidoptera,Noctuidae,Pest
1579,Euphydryas phaeton,The Baltimore checkerspot,Lepidoptera,Nymphalidae,Pollinator
1580,Leucinodes cordalis,poroporo fruit borer,Lepidoptera,Crambidae,Pest
1581,Galeruca tanaceti,leaf beetle,Coleoptera,Chrysomelidae,Pest
1582,Polistes bellicosus,Common Paper Wasp,Hymenoptera,Vespidae,Predator
1583,Catocala neogama,the bride,Lepidoptera,Erebidae,Pest
1584,Gryllus campestris,"European field cricket, field cricket",Orthoptera,Gryllidae,Predator
1585,Zizula hylax,Tiny Grass Blue,Lepidoptera,Lycaenidae,Pollinator
1586,Parnassius smintheus,"rocky mountain parnassian, rocky mountain apollo butterfly",Lepidoptera,Papilionidae,Pollinator
1587,Dioprosopa clavata,Aphid Fly,Diptera,Syrphidae,Predator
1588,Calycopis cecrops,The red-banded hairstreak,Lepidoptera,Lycaenidae,Pollinator
1589,Knulliana cincta,Banded hickory borer,Coleoptera,Cerambycidae,Decomposer
1590,Lestes australis,southern spreadwing,Odonata,Lestidae,Predator
1591,Erynnis juvenalis,Juvenal's duskywing,Lepidoptera,Hesperiidae,Pollinator
1592,Apantesis proxima,Mexican Tiger Moth,Lepidoptera,Erebidae,Pollinator
1593,Anax parthenope,Lesser Emperor ,Odonata,Aeshnidae,Predator
1594,Dione juno,"Juno Longwing, Juno Silverspot,
 Juno Heliconian",Lepidoptera,Nymphalidae,Pollinator
1595,Chilades pandava,"Juno Longwing, Juno Silverspot,
 Juno Heliconian",Lepidoptera,Lycaenidae,Pollinator
1596,Valanga nigricornis,"Javanese Grasshopper, Shorthorned Grasshopper",Orthoptera,Acrididae,Pest
1597,Spodoptera frugiperda,Fall Armyworm,Lepidoptera,Noctuidae,Pest
1598,Bombus vosnesenskii,bumble bee ,Hymenoptera,Apidae,Pollinator
1599,Scolypopa australis,the passionvine hopper,Hemiptera,Ricaniidae,Pest
1600,Halyomorpha halys,brown marmorated stink bug,Hemiptera,Pentatomidae,Pest
1601,Lactura subfervens,speckled lactura moth,Lepidoptera,Lacturidae,Pest
1602,Sehirus cinctus,the white-margined burrower bug,Hemiptera,Cydnidae,Pest
1603,Papilio xuthus,Asian swallowtail butterfly,Lepidoptera,Papilionidae,Pollinator
1604,Papilio memnon,great mormon butterfly,Lepidoptera,Papilionidae,Pollinator
1605,Schinia rivulosa,ragweed flower moth,Lepidoptera,Noctuidae,Pest
1606,Camponotus fulvopilosus,Balbyter Sugar ants,Hymenoptera,Formicidae,Predator
1607,Isa textula,crowned slug moth,Lepidoptera,Limacodidae,Pest
1608,Poecilocapsus lineatus,Fourlined Plant Bug,Hemiptera,Miridae,Pest
1609,Gastrina cristaria,Gastrina,Lepidoptera,Geometridae,Pest
1610,Synchlora frondaria,Southern Emerald,Lepidoptera,Geometridae,Predator
1611,Idiodes apicata,Bracken Fern Geometrid Moth,Lepidoptera,Geometridae,Pest
1612,Pangrapta decoralis,decorated owlet,Lepidoptera,Erebidae,Pollinator
1613,Deloyala guttata,Mottled Tortoise Beetle,Coleoptera,Chrysomelidae,Pest
1614,Phryganidia californica," the California oakworm, California oak moth",Lepidoptera,Notodontidae,Pest
1615,Sympecma paedisca,Siberian Winterdamsel,Odonata,Lestidae,Predator
1616,Euplexia benesimilis,American angle shades,Lepidoptera,Noctuidae,Unknown/Not Available
1617,Dichomeris flavocostella,Cream-Edged Dichomeris Moth,Lepidoptera,Gelechiidae,Pest
1618,Hippodamia convergens,convergent lady beetle,Coleoptera,Coccinellidae,Predator
1619,Xanthorhoe ferrugata,Dark-barred twin-spot carpet,Lepidoptera,Geometridae,Pollinator
1620,Plebejus argus,silver-studded blue,Lepidoptera,Lycaenidae,Pollinator
1621,Euthochtha galeator,helmeted squash bug,Hemiptera,Coreidae,Pest
1622,Monochamus scutellatus,"White-Spotted Sawyer, Spruce Sawyer, Spruce Bug",Coleoptera,Cerambycidae,Pest
1623,Lestes dryas,emerald spreadwing,Odonata,Lestidae,Predator
1624,Libellula pulchella,twelve-spotted skimmer,Odonata,Libellulidae,Predator
1625,Habrosyne scripta,Scribe Moth ,Lepidoptera,Drepanidae,Pollinator
1626,Asphondylia auripila,Creosote Gall Midge,Diptera,Cecidomyiidae,Pest
1627,Sympetrum fonscolombii,Red-veined Darter,Odonata,Libellulidae,Predator
1628,Agrotis segetum,Turnip Moth,Lepidoptera,Noctuidae,Pest
1629,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae,Pollinator
1630,Biblis hyperia,"Red Rim,crimson-banded black",Lepidoptera,Nymphalidae,Pollinator
1631,Aeshna umbrosa,Shadow Darner,Odonata,Aeshnidae,Predator
1632,Cyaniris semiargus,mazarine blue,Lepidoptera,Lycaenidae,Pollinator
1633,Orthetrum villosovittatum,the fiery skimmer,Odonata,Libellulidae,Predator
1634,Eulogia ochrifrontella,Broad-banded Eulogia,Lepidoptera,Pyralidae,Pollinator
1635,Lycaena mariposa,Broad-banded Eulogia,Lepidoptera,Lycaenidae,Pollinator
1636,Popillia japonica,Japanese beetle,Coleoptera,Scarabaeidae,Pest
1637,Cycloneda polita,western polished lady beetle,Coleoptera,Coccinellidae,Predator
1638,Conchylodes ovulalis,zebra conchylodes moth,Lepidoptera,Crambidae,Pest
1639,Acontia lucida,Pale Shoulder,Lepidoptera,Noctuidae,Pest
1640,Neurothemis tullia,Pied Paddy Skimmer,Odonata,Libellulidae,Predator
1641,Camptogramma bilineata,Yellow shell,Lepidoptera,Geometridae,Unknown/Not Available
1642,Charadra dispulsa,,Lepidoptera,Noctuidae,Unknown/Not Available
1643,Aromia moschata,Musk Beetle,Coleoptera,Cerambycidae,Unknown/Not Available
1644,Menecles insertus,Stink bug,Hemiptera,Pentatomidae,Pest
1645,Chortophaga viridifasciata,Green-striped grasshopper,Orthoptera,Acrididae,Herbivore
1646,Pararge aegeria,speckled wood butterfly,Lepidoptera,Nymphalidae,Pollinator
1647,Plebejus idas,lotis blue butterfly,Lepidoptera,Lycaenidae,Pollinator
1648,Schistocerca lineata,"spotted bird grasshopper, birdwing grasshopper,Lined Bird Grasshopper, Sand Bird Grasshopper,Plains Bird Grasshopper",Orthoptera,Acrididae,Herbivore
1649,Crematogaster scutellaris,,Hymenoptera,Formicidae,Predator
1650,Raphia frater,the Brother Moth,Lepidoptera,Noctuidae,Pest
1651,Apantesis ornata,Ornate Tiger Moth,Lepidoptera,Erebidae,Pollinator
1652,Neotibicen lyricen,Lyric Cicada,Hemiptera,Cicadidae,Unknown/Not Available
1653,Serrognathus titanus,Lyric Cicada,Coleoptera,Lucanidae,Pollinator
1654,Ilexia intractata,Black-dotted Ruddy Moth,Lepidoptera,Geometridae,Pest
1655,Erythrodiplax basifusca,plateau dragonlet,Odonata,Libellulidae,Predator
1656,Zelus luridus,Pale Green assissan Bug,Hemiptera,Reduviidae,Predator
1657,Danaus plexippus,Monarch butterfly,Lepidoptera,Nymphalidae,Pollinator
1658,Cicindela ocellata,Bronzed tiger beetle,Coleoptera,Carabidae,Predator
1659,Nola cereella,Sorghum Webworm,Lepidoptera,Nolidae,Pest
1660,Euploea mulciber,Striped Blue Crow,Lepidoptera,Nymphalidae,Pollinator
1661,Sameodes cancellalis,,Lepidoptera,Crambidae,Pest
1662,Erebia epipsodea,Common Alpine,Lepidoptera,Nymphalidae,Pollinator
1663,Hypena manalis,Flowing-line Hypena,Lepidoptera,Erebidae,Pest
1664,Exaireta spinigera,blue soldier fly,Diptera,Stratiomyidae,Decomposer
1665,Euphydryas editha,Edith's Checkerspot,Lepidoptera,Nymphalidae,Pollinator
1666,Cicindela longilabris,Boreal long-lipped tiger beetle,Coleoptera,Carabidae,Predator
1667,Stenotus binotatus,Twi-spotted Grass Bug,Hemiptera,Miridae,Pest
1668,Arachnis picta,Painted Tiger Moth,Lepidoptera,Erebidae,Pollinator
1669,Hamadryas februa,Gray cracker,Lepidoptera,Nymphalidae,Pollinator
1670,Aricia agestis,Brown Argus,Lepidoptera,Lycaenidae,Pollinator
1671,Vespa affinis,lesser Banded Hornet,Hymenoptera,Vespidae,Predator
1672,Tectocoris diophthalmus,"Hibiscus Harlequin Bug, Cotton Harlequin Bug",Hemiptera,Scutelleridae,Pest
1673,Trabala vishnou,Rose-myrtle Lappet Moth,Lepidoptera,Lasiocampidae,Pest
1674,Acrida conica,Giant Green Slantface,Orthoptera,Acrididae,Unknown/Not Available
1675,Melanoplus differentialis,Differential Grasshopper,Orthoptera,Acrididae,Pest
1676,Faunis eumeus,Large faun,Lepidoptera,Nymphalidae,Pollinator
1677,Apatura iris,Purple Emperor,Lepidoptera,Nymphalidae,Pollinator
1678,Axylia putris,The flame,Lepidoptera,Noctuidae,Decomposer
1679,Favonius quercus, Purple Hairstreak ,Lepidoptera,Lycaenidae,Pollinator
1680,Tachina fera,,Diptera,Tachinidae,Parasitoid
1681,Iphiclides podalirius,Scarce swallowtail,Lepidoptera,Papilionidae,Pollinator
1682,Tetramorium immigrans,"Immigrant Pavement Ant, Sugar Ant",Hymenoptera,Formicidae,Pest
1683,Cryptolaemus montrouzieri,"mealybug ladybird, mealybug destroyer",Coleoptera,Coccinellidae,Predator
1684,Cladara limitaria,mottled gray carpet moth,Lepidoptera,Geometridae,Pest
1685,Hemithea aestivaria,The common emerald,Lepidoptera,Geometridae,Unknown/Not Available
1686,Tetracis crocallata,Yellow Slant-line,Lepidoptera,Geometridae,Pollinator
1687,Decticus verrucivorus,Wart-Biter,Orthoptera,Tettigoniidae,Predator
1688,Lucanus cervus,stag beetle,Coleoptera,Lucanidae,Decomposer
1689,Pseudomyrmex gracilis,"slender twig ant, the elongate, Mexican twig ant",Hymenoptera,Formicidae,Predator
1690,Corizus hyoscyami,Cinnamon bug,Hemiptera,Rhopalidae,Pest
1691,Pyrausta acrionalis,mint-loving pyrausta moth,Lepidoptera,Crambidae,Pest
1692,Scopula immorata,Lewes wave,Lepidoptera,Geometridae,Pollinator
1693,Prionus imbricornis,Tile-horned Prionus,Coleoptera,Cerambycidae,Pest
1694,Phyllopertha horticola,garden chafer,Coleoptera,Scarabaeidae,Pest
1695,Psychomorpha epimenis,Grapevine epimenis,Lepidoptera,Noctuidae,Pollinator
1696,Argia moesta,Powdered Dancer,Odonata,Coenagrionidae,Unknown/Not Available
1697,Elasmostethus cruciatus,"Red-Cross Shield Bug, Redcrossed Stink Bug",Hemiptera,Acanthosomatidae,Predator
1698,Norape ovina,White Flannel Moth,Lepidoptera,Megalopygidae,Pest
1699,Lestes disjunctus,northern spreadwing,Odonata,Lestidae,Predator
1700,Icaricia icarioides,mission blue Butterfly,Lepidoptera,Lycaenidae,Pollinator
1701,Erynnis tristis,Mournful Duskywing,Lepidoptera,Hesperiidae,Pollinator
1702,Polistes instabilis,Unstable Paper Wasp,Hymenoptera,Vespidae,Predator
1703,Phobetron pithecium,hag moth,Lepidoptera,Limacodidae,Pest
1704,Acanthacris ruficornis,Bird Grasshopper,Orthoptera,Acrididae,Pest
1705,Appias lyncida,Chocolate Albatross,Lepidoptera,Pieridae,Pollinator
1706,Locusta migratoria,migratory locust,Orthoptera,Acrididae,Pest
1707,Cabera erythemaria,yellow-dusted cream,Lepidoptera,Geometridae,Unknown/Not Available
1708,Pantographa limata, the basswood leafroller moth,Lepidoptera,Crambidae,Pest
1709,Volucella bombylans,Bumblebee Hoverfly,Diptera,Syrphidae,Pollinator
1710,Aenetus virescens,"Puriri Moth, Ghost Moth, Pepetuna ",Lepidoptera,Hepialidae,Pest
1711,Eupeodes volucris,bird hover fly,Diptera,Syrphidae,Pollinator
1712,Protodeltote muscosula, large mossy lithacodia,Lepidoptera,Noctuidae,Pest
1713,Leucania incognita,,Lepidoptera,Noctuidae,Pest
1714,Catocala cara,Darling underwing,Lepidoptera,Erebidae,Pollinator
1715,Thyris maculata,Spotted Thyris,Lepidoptera,Thyrididae,Pollinator
1716,Helocassis clavata,"Tortoise Beetles,Thistle tortoise beetle",Coleoptera,Chrysomelidae,Pest
1717,Lytrosis unitaria,common lytrosis moth,Lepidoptera,Geometridae,Pollinator
1718,Protodeltote albidula,the pale glyph,Lepidoptera,Noctuidae,Unknown/Not Available
1719,Leptotes plinius,"zebra blue, plumbago blue butterfly",Lepidoptera,Lycaenidae,Pollinator
1720,Melanchroia chephise,"White-tipped Black,Snowbush spanworm",Lepidoptera,Geometridae,Pest
1721,Hamadryas guatemalena,Guatemalan cracker,Lepidoptera,Nymphalidae,Pollinator
1722,Cydalima perspectalis,box tree moth,Lepidoptera,Crambidae,"Invasive species, pest"
1723,Peridea ferruginea,chocolate prominent moth,Lepidoptera,Notodontidae,Pest
1724,Rhopalomyia californica,the coyote brush bud gall midge,Diptera,Cecidomyiidae,Pest
1725,Pyrisitia nise,Mimosa yellow,Lepidoptera,Pieridae,Pollinator
1726,Chalybion californicum,blue mud wasp,Hymenoptera,Sphecidae,Predator
1727,Calopteryx virgo,The beautiful demoiselle,Odonata,Calopterygidae,Unknown/Not Available
1728,Trichodezia albovittata,White-striped Black Moth,Lepidoptera,Geometridae,Pollinator
1729,Ochlodes agricola,Rural Skipper,Lepidoptera,Hesperiidae,Pollinator
1730,Pseudothyatira cymatophoroides,Tufted Thyatirid,Lepidoptera,Drepanidae,Pest
1731,Satyrium acadica,Acadian hairstreak,Lepidoptera,Lycaenidae,Pollinator
1732,Euphydryas aurinia,Marsh fritillary,Lepidoptera,Nymphalidae,Pollinator
1733,Disonycha glabrata,Pigweed Flea Beetle,Coleoptera,Chrysomelidae,Pest
1734,Crocothemis servilia,scarlet skimmer,Odonata,Libellulidae,Predator
1735,Plathemis lydia,The common whitetail or long-tailed skimmer,Odonata,Libellulidae,Predator
1736,Phosphuga atrata,Black Snail Beetle,Coleoptera,Silphidae,Predator
1737,Hemiargus ceraunus,ceraunus blue butterfly,Lepidoptera,Lycaenidae,Pollinator
1738,Sphecius speciosus,cicada killer,Hymenoptera,Crabronidae,Predator
1739,Apiomerus spissipes,Bee Assassin ,Hemiptera,Reduviidae,Predator
1740,Hippodamia variegata,Adonis ladybird,Coleoptera,Coccinellidae,Predator
1741,Clydonopteron sacculana,Trumpet vine moth,Lepidoptera,Pyralidae,Pest
1742,Coelophora inaequalis,"variable ladybird, common australian
 lady beetle",Coleoptera,Coccinellidae,Predator
1743,Glenoides texanaria,Texas gray moth,Lepidoptera,Geometridae,Pest
1744,Bombus californicus,California bumble bee,Hymenoptera,Apidae,Pollinator
1745,Rhionaeschna multicolor,blue-eyed darner,Odonata,Aeshnidae,Predator
1746,Euchaetes egle,Milkweed tiger moth,Lepidoptera,Erebidae,Pollinator
1747,Lineodes integra,eggplant leafroller moth,Lepidoptera,Crambidae,Pest
1748,Hesperia colorado,Western branded skipper,Lepidoptera,Hesperiidae,Pollinator
1749,Enallagma doubledayi,Atlantic Bluet,Odonata,Coenagrionidae,Unknown/Not Available
1750,Epitheca petechialis,Dot-Winged Baskettail,Odonata,Corduliidae,Predator
1751,Lycaena alciphron,purple-shot copper,Lepidoptera,Lycaenidae,Pollinator
1752,Amorpha juglandis,Walnut Sphinx,Lepidoptera,Sphingidae,Pest
1753,Calopteryx maculata,The ebony jewelwing,Odonata,Calopterygidae,Unknown/Not Available
1754,Callistethus marginatus,Margined Shining Leaf Chafer,Coleoptera,Scarabaeidae,Pollinator
1755,Panopoda rufimargo,red-lined panopoda,Lepidoptera,Erebidae,Pest
1756,Camponotus sericeiventris,shimmering golden sugar ant,Hymenoptera,Formicidae,Pollinator
1757,Dione moneta,Mexican Silverspot,Lepidoptera,Nymphalidae,Pollinator
1758,Coccinella trifasciata,three-banded lady beetle,Coleoptera,Coccinellidae,Predator
1759,Arigomphus submedianus,Jade Clubtail,Odonata,Gomphidae,Predator
1760,Cenopis reticulatana,Reticulated Fruitworm Moth,Lepidoptera,Tortricidae,Pest
1761,Tremex columba,Pigeon Tremex,Hymenoptera,Siricidae,Pest
1762,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae,Pollinator
1763,Polistes annularis," Ringed Paper Wasp,Jack Spaniard Paper Wasp, Jack Spaniard Wasp",Hymenoptera,Vespidae,Predator
1764,Lacinipolia renigera,bristly cutworm moth,Lepidoptera,Noctuidae,Pest
1765,Udaspes folus,Grass Demon,Lepidoptera,Hesperiidae,Pollinator
1766,Limenitis camilla,white admiral,Lepidoptera,Nymphalidae,Pollinator
1767,Allotria elonympha,False Underwing Moth,Lepidoptera,Erebidae,Pollinator
1768,Velarifictorus micado,Japanese Burrowing Cricket,Orthoptera,Gryllidae,Pest
1769,Pieris brassicae," the large white,cabbage butterfly, cabbage white, cabbage moth",Lepidoptera,Pieridae,Pest
1770,Stenomacra marginella,,Hemiptera,Largidae,Pest
1771,Syricoris lacunana,Dark Strawberry Totrix,Lepidoptera,Tortricidae,Pest
1772,Coenonympha glycerion,chestnut heath,Lepidoptera,Nymphalidae,Pollinator
1773,Formica obscuripes,Western Thatching Ant,Hymenoptera,Formicidae,"Predator, decomposer"
1774,Schizura concinna,Red-humped Caterpillar,Lepidoptera,Notodontidae,Pest
1775,Phoebis sennae,cloudless sulphur,Lepidoptera,Pieridae,Pollinator
1776,Sphaerophoria scripta,long hoverfly,Diptera,Syrphidae,Pollinator
1777,Cicindela tranquebarica,oblique lined tiger beetle,Coleoptera,Carabidae,Predator
1778,Celastrina argiolus,"spring azure,Holly Blue Butterfly",Lepidoptera,Lycaenidae,Pollinator
1779,Carcina quercana,"oak lantern, long-horned flat-body, oak-skeletonizer moth",Lepidoptera,Depressariidae,Pest
1780,Ancistrocerus gazella,European Tube Wasp,Hymenoptera,Vespidae,Predator
1781,Speyeria mormonia,the Mormon fritillary,Lepidoptera,Nymphalidae,Pollinator
1782,Aglossa pinguinalis,"Large Tabby Moth, Grease Moth ",Lepidoptera,Pyralidae,Pest
1783,Melitaea cinxia,Glanville Fritillary,Lepidoptera,Nymphalidae,Pollinator
1784,Xestia smithii,Smith's Dart,Lepidoptera,Noctuidae,Pest
1785,Lepisma saccharina,silverfish,Zygentoma,Lepismatidae,Pest
1786,Satyrium californica,California hairstreak,Lepidoptera,Lycaenidae,Pollinator
1787,Callopistria floridensis,Florida Fern Caterpillar,Lepidoptera,Noctuidae,Pest
1788,Rhagium inquisitor,ribbed pine borer,Coleoptera,Cerambycidae,Pest
1789,Celithemis eponina,Halloween pennant dragonfly,Odonata,Libellulidae,Predator
1790,Parnassius mnemosyne,clouded apollo butterfly,Lepidoptera,Papilionidae,Pollinator
1791,Eurema hecabe,Common Grass Yellow,Lepidoptera,Pieridae,Pollinator
1792,Orthodera ministralis, garden mantis or Australian green mantis,Mantodea,Mantidae,Predator
1793,Nososticta solida,"Orange Threadtail Damsefly, Ochre Threadtail",Odonata,Platycnemididae,Predator
1794,Aeshna eremita,Lake Darner,Odonata,Aeshnidae,Predator
1795,Diabrotica undecimpunctata,"Spotted Cucumber Beetle, 
Southern Corn Rootworm",Coleoptera,Chrysomelidae,Pest
1796,Pontia protodice,"the checkered white, southern cabbage butterfly,",Lepidoptera,Pieridae,Pest
1797,Eremnophila aureonotata,Gold-Marked Thread-Waisted Wasp,Hymenoptera,Sphecidae,Predator
1798,Sympetrum illotum,Cardinal Meadowhawk,Odonata,Libellulidae,Predator
1799,Papilio zelicaon,anise swallowtail,Lepidoptera,Papilionidae,Pollinator
1800,Euclidia cuspidea,,Lepidoptera,Erebidae,Unknown/Not Available
1801,Hormaphis hamamelidis,Witch-hazel cone gall aphid,Hemiptera,Aphididae,Pest
1802,Celastrina ladon,Spring Azure,Lepidoptera,Lycaenidae,Pollinator
1803,Dasymutilla occidentalis,"Red Velvet Ant, Cow Killer",Hymenoptera,Mutillidae,Parasitoid
1804,Vespula squamosa,Southern Yellowjacket,Hymenoptera,Vespidae,"Predator, pollinator"
1805,Thasus neocalifornicus,Giant Mesquite Bug,Hemiptera,Coreidae,Pest
1806,Copaeodes minima,Southern skipperling,Lepidoptera,Hesperiidae,Pollinator
1807,Lestes congener,spotted spreadwing,Odonata,Lestidae,Predator
